"","DEG","up.results_LC_RC_padj.1","down.results_LC_RC_padj.1"
"43","Down",NA,"Cladocopium_Davies_comp113737_c0_seq1_Symbiont"
"44","Down",NA,"Cladocopium_Davies_comp113746_c0_seq1_Symbiont"
"45","Down",NA,"Cladocopium_Davies_comp113747_c0_seq1_Symbiont"
"46","Down",NA,"Cladocopium_Davies_comp113748_c0_seq1_Symbiont"
"47","Down",NA,"Cladocopium_Davies_comp113768_c0_seq1_Symbiont"
"48","Down",NA,"Cladocopium_Davies_comp113786_c0_seq1_Symbiont"
"49","Down",NA,"Cladocopium_Davies_comp113789_c0_seq1_Symbiont"
"50","Down",NA,"Cladocopium_Davies_comp113823_c0_seq3_Symbiont"
"51","Down",NA,"Cladocopium_Davies_comp113841_c0_seq1_Symbiont"
"52","Down",NA,"Cladocopium_Davies_comp113864_c0_seq1_Symbiont"
"53","Down",NA,"Cladocopium_Davies_comp113865_c0_seq1_Symbiont"
"54","Down",NA,"Cladocopium_Davies_comp113869_c0_seq1_Symbiont"
"55","Down",NA,"Cladocopium_Davies_comp113880_c0_seq1_Symbiont"
"56","Down",NA,"Cladocopium_Davies_comp113890_c0_seq1_Symbiont"
"57","Down",NA,"Cladocopium_Davies_comp113895_c0_seq2_Symbiont"
"58","Down",NA,"Cladocopium_Davies_comp113902_c0_seq1_Symbiont"
"59","Down",NA,"Cladocopium_Davies_comp113908_c0_seq1_Symbiont"
"60","Down",NA,"Cladocopium_Davies_comp113923_c0_seq1_Symbiont"
"61","Down",NA,"Cladocopium_Davies_comp113930_c0_seq2_Symbiont"
"62","Down",NA,"Cladocopium_Davies_comp113932_c0_seq1_Symbiont"
"63","Down",NA,"Cladocopium_Davies_comp113934_c0_seq1_Symbiont"
"64","Down",NA,"Cladocopium_Davies_comp113947_c0_seq1_Symbiont"
"65","Down",NA,"Cladocopium_Davies_comp113948_c0_seq1_Symbiont"
"66","Down",NA,"Cladocopium_Davies_comp113952_c0_seq1_Symbiont"
"67","Down",NA,"Cladocopium_Davies_comp113957_c0_seq1_Symbiont"
"68","Down",NA,"Cladocopium_Davies_comp113959_c0_seq1_Symbiont"
"69","Down",NA,"Cladocopium_Davies_comp113965_c0_seq1_Symbiont"
"70","Down",NA,"Cladocopium_Davies_comp113966_c0_seq1_Symbiont"
"71","Down",NA,"Cladocopium_Davies_comp113974_c0_seq1_Symbiont"
"72","Down",NA,"Cladocopium_Davies_comp113980_c0_seq1_Symbiont"
"73","Down",NA,"Cladocopium_Davies_comp113984_c0_seq1_Symbiont"
"74","Down",NA,"Cladocopium_Davies_comp113990_c0_seq1_Symbiont"
"75","Down",NA,"Cladocopium_Davies_comp113991_c0_seq1_Symbiont"
"76","Down",NA,"Cladocopium_Davies_comp113992_c0_seq1_Symbiont"
"77","Down",NA,"Cladocopium_Davies_comp114035_c0_seq1_Symbiont"
"78","Down",NA,"Cladocopium_Davies_comp114049_c0_seq1_Symbiont"
"79","Down",NA,"Cladocopium_Davies_comp114082_c0_seq1_Symbiont"
"80","Down",NA,"Cladocopium_Davies_comp114100_c0_seq1_Symbiont"
"81","Down",NA,"Cladocopium_Davies_comp114101_c0_seq1_Symbiont"
"82","Down",NA,"Cladocopium_Davies_comp114103_c0_seq1_Symbiont"
"83","Down",NA,"Cladocopium_Davies_comp114111_c0_seq2_Symbiont"
"84","Down",NA,"Cladocopium_Davies_comp114136_c0_seq1_Symbiont"
"85","Down",NA,"Cladocopium_Davies_comp114137_c0_seq1_Symbiont"
"86","Down",NA,"Cladocopium_Davies_comp114139_c0_seq1_Symbiont"
"87","Down",NA,"Cladocopium_Davies_comp114157_c0_seq1_Symbiont"
"88","Down",NA,"Cladocopium_Davies_comp114159_c0_seq1_Symbiont"
"89","Down",NA,"Cladocopium_Davies_comp114162_c0_seq1_Symbiont"
"90","Down",NA,"Cladocopium_Davies_comp114168_c0_seq1_Symbiont"
"91","Down",NA,"Cladocopium_Davies_comp114171_c0_seq1_Symbiont"
"92","Down",NA,"Cladocopium_Davies_comp114172_c0_seq1_Symbiont"
"93","Down",NA,"Cladocopium_Davies_comp114180_c0_seq1_Symbiont"
"94","Down",NA,"Cladocopium_Davies_comp114182_c0_seq1_Symbiont"
"95","Down",NA,"Cladocopium_Davies_comp114189_c0_seq1_Symbiont"
"96","Down",NA,"Cladocopium_Davies_comp114204_c0_seq1_Symbiont"
"97","Down",NA,"Cladocopium_Davies_comp114265_c0_seq1_Symbiont"
"98","Down",NA,"Cladocopium_Davies_comp114274_c0_seq1_Symbiont"
"99","Down",NA,"Cladocopium_Davies_comp114279_c0_seq1_Symbiont"
"100","Down",NA,"Cladocopium_Davies_comp114282_c0_seq1_Symbiont"
"101","Down",NA,"Cladocopium_Davies_comp114291_c0_seq2_Symbiont"
"102","Down",NA,"Cladocopium_Davies_comp114294_c0_seq1_Symbiont"
"103","Down",NA,"Cladocopium_Davies_comp114299_c0_seq1_Symbiont"
"104","Down",NA,"Cladocopium_Davies_comp114336_c0_seq1_Symbiont"
"105","Down",NA,"Cladocopium_Davies_comp114346_c0_seq1_Symbiont"
"106","Down",NA,"Cladocopium_Davies_comp114348_c0_seq1_Symbiont"
"107","Down",NA,"Cladocopium_Davies_comp114351_c0_seq1_Symbiont"
"108","Down",NA,"Cladocopium_Davies_comp114353_c0_seq2_Symbiont"
"109","Down",NA,"Cladocopium_Davies_comp114359_c0_seq1_Symbiont"
"110","Down",NA,"Cladocopium_Davies_comp114362_c0_seq1_Symbiont"
"111","Down",NA,"Cladocopium_Davies_comp114368_c0_seq1_Symbiont"
"112","Down",NA,"Cladocopium_Davies_comp114373_c0_seq1_Symbiont"
"113","Down",NA,"Cladocopium_Davies_comp114377_c0_seq1_Symbiont"
"114","Down",NA,"Cladocopium_Davies_comp114389_c0_seq1_Symbiont"
"115","Down",NA,"Cladocopium_Davies_comp114401_c0_seq1_Symbiont"
"116","Down",NA,"Cladocopium_Davies_comp114415_c0_seq1_Symbiont"
"117","Down",NA,"Cladocopium_Davies_comp114440_c0_seq1_Symbiont"
"118","Down",NA,"Cladocopium_Davies_comp114445_c0_seq1_Symbiont"
"119","Down",NA,"Cladocopium_Davies_comp114450_c0_seq1_Symbiont"
"120","Down",NA,"Cladocopium_Davies_comp114454_c0_seq1_Symbiont"
"121","Down",NA,"Cladocopium_Davies_comp114455_c0_seq1_Symbiont"
"122","Down",NA,"Cladocopium_Davies_comp114460_c0_seq1_Symbiont"
"123","Down",NA,"Cladocopium_Davies_comp114463_c0_seq1_Symbiont"
"124","Down",NA,"Cladocopium_Davies_comp114503_c0_seq1_Symbiont"
"125","Down",NA,"Cladocopium_Davies_comp114505_c0_seq1_Symbiont"
"126","Down",NA,"Cladocopium_Davies_comp114533_c0_seq1_Symbiont"
"127","Down",NA,"Cladocopium_Davies_comp114550_c0_seq1_Symbiont"
"128","Down",NA,"Cladocopium_Davies_comp114565_c0_seq1_Symbiont"
"129","Down",NA,"Cladocopium_Davies_comp114566_c1_seq1_Symbiont"
"130","Down",NA,"Cladocopium_Davies_comp114572_c0_seq1_Symbiont"
"131","Down",NA,"Cladocopium_Davies_comp114575_c0_seq2_Symbiont"
"132","Down",NA,"Cladocopium_Davies_comp114588_c0_seq1_Symbiont"
"133","Down",NA,"Cladocopium_Davies_comp114597_c0_seq1_Symbiont"
"134","Down",NA,"Cladocopium_Davies_comp114605_c0_seq1_Symbiont"
"135","Down",NA,"Cladocopium_Davies_comp114623_c0_seq1_Symbiont"
"136","Down",NA,"Cladocopium_Davies_comp114648_c0_seq1_Symbiont"
"137","Down",NA,"Cladocopium_Davies_comp114678_c0_seq1_Symbiont"
"138","Down",NA,"Cladocopium_Davies_comp114694_c0_seq1_Symbiont"
"139","Down",NA,"Cladocopium_Davies_comp114700_c0_seq1_Symbiont"
"140","Down",NA,"Cladocopium_Davies_comp114709_c0_seq1_Symbiont"
"141","Down",NA,"Cladocopium_Davies_comp114764_c0_seq2_Symbiont"
"142","Down",NA,"Cladocopium_Davies_comp114769_c0_seq1_Symbiont"
"143","Down",NA,"Cladocopium_Davies_comp114771_c0_seq1_Symbiont"
"144","Down",NA,"Cladocopium_Davies_comp114780_c0_seq1_Symbiont"
"145","Down",NA,"Cladocopium_Davies_comp114851_c0_seq2_Symbiont"
"146","Down",NA,"Cladocopium_Davies_comp114864_c0_seq1_Symbiont"
"147","Down",NA,"Cladocopium_Davies_comp114880_c0_seq1_Symbiont"
"148","Down",NA,"Cladocopium_Davies_comp114892_c0_seq1_Symbiont"
"149","Down",NA,"Cladocopium_Davies_comp114894_c0_seq1_Symbiont"
"150","Down",NA,"Cladocopium_Davies_comp114898_c0_seq1_Symbiont"
"151","Down",NA,"Cladocopium_Davies_comp114919_c0_seq1_Symbiont"
"152","Down",NA,"Cladocopium_Davies_comp114960_c0_seq1_Symbiont"
"153","Down",NA,"Cladocopium_Davies_comp114988_c0_seq1_Symbiont"
"154","Down",NA,"Cladocopium_Davies_comp114999_c0_seq1_Symbiont"
"155","Down",NA,"Cladocopium_Davies_comp115052_c0_seq1_Symbiont"
"156","Down",NA,"Cladocopium_Davies_comp115085_c0_seq1_Symbiont"
"157","Down",NA,"Cladocopium_Davies_comp115096_c0_seq1_Symbiont"
"158","Down",NA,"Cladocopium_Davies_comp115097_c0_seq1_Symbiont"
"159","Down",NA,"Cladocopium_Davies_comp115098_c0_seq1_Symbiont"
"160","Down",NA,"Cladocopium_Davies_comp115101_c0_seq1_Symbiont"
"161","Down",NA,"Cladocopium_Davies_comp115125_c0_seq1_Symbiont"
"162","Down",NA,"Cladocopium_Davies_comp115129_c0_seq1_Symbiont"
"163","Down",NA,"Cladocopium_Davies_comp115137_c0_seq1_Symbiont"
"164","Down",NA,"Cladocopium_Davies_comp115139_c0_seq1_Symbiont"
"165","Down",NA,"Cladocopium_Davies_comp115146_c0_seq1_Symbiont"
"166","Down",NA,"Cladocopium_Davies_comp115148_c0_seq1_Symbiont"
"167","Down",NA,"Cladocopium_Davies_comp115152_c0_seq1_Symbiont"
"168","Down",NA,"Cladocopium_Davies_comp115170_c0_seq1_Symbiont"
"169","Down",NA,"Cladocopium_Davies_comp115179_c0_seq1_Symbiont"
"170","Down",NA,"Cladocopium_Davies_comp115180_c0_seq1_Symbiont"
"171","Down",NA,"Cladocopium_Davies_comp115192_c0_seq1_Symbiont"
"172","Down",NA,"Cladocopium_Davies_comp115263_c0_seq1_Symbiont"
"173","Down",NA,"Cladocopium_Davies_comp115268_c0_seq1_Symbiont"
"174","Down",NA,"Cladocopium_Davies_comp115271_c0_seq1_Symbiont"
"175","Down",NA,"Cladocopium_Davies_comp115274_c0_seq1_Symbiont"
"176","Down",NA,"Cladocopium_Davies_comp115280_c0_seq1_Symbiont"
"177","Down",NA,"Cladocopium_Davies_comp115286_c0_seq1_Symbiont"
"178","Down",NA,"Cladocopium_Davies_comp115295_c0_seq1_Symbiont"
"179","Down",NA,"Cladocopium_Davies_comp115311_c0_seq1_Symbiont"
"180","Down",NA,"Cladocopium_Davies_comp115319_c0_seq1_Symbiont"
"181","Down",NA,"Cladocopium_Davies_comp115337_c0_seq1_Symbiont"
"182","Down",NA,"Cladocopium_Davies_comp115437_c0_seq2_Symbiont"
"183","Down",NA,"Cladocopium_Davies_comp115445_c0_seq1_Symbiont"
"184","Down",NA,"Cladocopium_Davies_comp115494_c0_seq1_Symbiont"
"185","Down",NA,"Cladocopium_Davies_comp115498_c0_seq1_Symbiont"
"186","Down",NA,"Cladocopium_Davies_comp115500_c0_seq1_Symbiont"
"187","Down",NA,"Cladocopium_Davies_comp115526_c0_seq1_Symbiont"
"188","Down",NA,"Cladocopium_Davies_comp115540_c0_seq2_Symbiont"
"189","Down",NA,"Cladocopium_Davies_comp115548_c0_seq1_Symbiont"
"190","Down",NA,"Cladocopium_Davies_comp115566_c0_seq1_Symbiont"
"191","Down",NA,"Cladocopium_Davies_comp115592_c0_seq1_Symbiont"
"192","Down",NA,"Cladocopium_Davies_comp115599_c0_seq1_Symbiont"
"193","Down",NA,"Cladocopium_Davies_comp115610_c0_seq1_Symbiont"
"194","Down",NA,"Cladocopium_Davies_comp115626_c0_seq1_Symbiont"
"195","Down",NA,"Cladocopium_Davies_comp115640_c0_seq1_Symbiont"
"196","Down",NA,"Cladocopium_Davies_comp115670_c0_seq1_Symbiont"
"197","Down",NA,"Cladocopium_Davies_comp115673_c0_seq1_Symbiont"
"198","Down",NA,"Cladocopium_Davies_comp115681_c0_seq1_Symbiont"
"199","Down",NA,"Cladocopium_Davies_comp115688_c0_seq1_Symbiont"
"200","Down",NA,"Cladocopium_Davies_comp115690_c0_seq1_Symbiont"
"201","Down",NA,"Cladocopium_Davies_comp115691_c0_seq1_Symbiont"
"202","Down",NA,"Cladocopium_Davies_comp115698_c0_seq1_Symbiont"
"203","Down",NA,"Cladocopium_Davies_comp115723_c0_seq1_Symbiont"
"204","Down",NA,"Cladocopium_Davies_comp115724_c0_seq1_Symbiont"
"205","Down",NA,"Cladocopium_Davies_comp115727_c0_seq1_Symbiont"
"206","Down",NA,"Cladocopium_Davies_comp115729_c0_seq1_Symbiont"
"207","Down",NA,"Cladocopium_Davies_comp115738_c0_seq1_Symbiont"
"208","Down",NA,"Cladocopium_Davies_comp115748_c0_seq1_Symbiont"
"209","Down",NA,"Cladocopium_Davies_comp115754_c0_seq1_Symbiont"
"210","Down",NA,"Cladocopium_Davies_comp115755_c0_seq1_Symbiont"
"211","Down",NA,"Cladocopium_Davies_comp115760_c0_seq1_Symbiont"
"212","Down",NA,"Cladocopium_Davies_comp115766_c0_seq1_Symbiont"
"213","Down",NA,"Cladocopium_Davies_comp115768_c0_seq1_Symbiont"
"214","Down",NA,"Cladocopium_Davies_comp115771_c0_seq1_Symbiont"
"215","Down",NA,"Cladocopium_Davies_comp115774_c0_seq1_Symbiont"
"216","Down",NA,"Cladocopium_Davies_comp115780_c0_seq1_Symbiont"
"217","Down",NA,"Cladocopium_Davies_comp115784_c0_seq1_Symbiont"
"218","Down",NA,"Cladocopium_Davies_comp115785_c0_seq1_Symbiont"
"219","Down",NA,"Cladocopium_Davies_comp115787_c0_seq1_Symbiont"
"220","Down",NA,"Cladocopium_Davies_comp115790_c0_seq1_Symbiont"
"221","Down",NA,"Cladocopium_Davies_comp115794_c0_seq2_Symbiont"
"222","Down",NA,"Cladocopium_Davies_comp115798_c0_seq1_Symbiont"
"223","Down",NA,"Cladocopium_Davies_comp115811_c0_seq1_Symbiont"
"224","Down",NA,"Cladocopium_Davies_comp115820_c0_seq1_Symbiont"
"225","Down",NA,"Cladocopium_Davies_comp115825_c0_seq1_Symbiont"
"226","Down",NA,"Cladocopium_Davies_comp115834_c0_seq1_Symbiont"
"227","Down",NA,"Cladocopium_Davies_comp115845_c0_seq1_Symbiont"
"228","Down",NA,"Cladocopium_Davies_comp115848_c0_seq1_Symbiont"
"229","Down",NA,"Cladocopium_Davies_comp115853_c0_seq1_Symbiont"
"230","Down",NA,"Cladocopium_Davies_comp115859_c0_seq1_Symbiont"
"231","Down",NA,"Cladocopium_Davies_comp115862_c0_seq1_Symbiont"
"232","Down",NA,"Cladocopium_Davies_comp115872_c0_seq1_Symbiont"
"233","Down",NA,"Cladocopium_Davies_comp115874_c0_seq1_Symbiont"
"234","Down",NA,"Cladocopium_Davies_comp115882_c0_seq1_Symbiont"
"235","Down",NA,"Cladocopium_Davies_comp115885_c0_seq1_Symbiont"
"236","Down",NA,"Cladocopium_Davies_comp115888_c0_seq1_Symbiont"
"237","Down",NA,"Cladocopium_Davies_comp115890_c0_seq1_Symbiont"
"238","Down",NA,"Cladocopium_Davies_comp115896_c0_seq1_Symbiont"
"239","Down",NA,"Cladocopium_Davies_comp115898_c0_seq2_Symbiont"
"240","Down",NA,"Cladocopium_Davies_comp115899_c0_seq1_Symbiont"
"241","Down",NA,"Cladocopium_Davies_comp115907_c0_seq1_Symbiont"
"242","Down",NA,"Cladocopium_Davies_comp115919_c0_seq1_Symbiont"
"243","Down",NA,"Cladocopium_Davies_comp115932_c0_seq1_Symbiont"
"244","Down",NA,"Cladocopium_Davies_comp115939_c0_seq1_Symbiont"
"245","Down",NA,"Cladocopium_Davies_comp115945_c0_seq1_Symbiont"
"246","Down",NA,"Cladocopium_Davies_comp115946_c0_seq1_Symbiont"
"247","Down",NA,"Cladocopium_Davies_comp115957_c0_seq1_Symbiont"
"248","Down",NA,"Cladocopium_Davies_comp115960_c0_seq1_Symbiont"
"249","Down",NA,"Cladocopium_Davies_comp115974_c0_seq1_Symbiont"
"250","Down",NA,"Cladocopium_Davies_comp115978_c0_seq1_Symbiont"
"251","Down",NA,"Cladocopium_Davies_comp115987_c0_seq1_Symbiont"
"252","Down",NA,"Cladocopium_Davies_comp115991_c0_seq1_Symbiont"
"253","Down",NA,"Cladocopium_Davies_comp115998_c0_seq1_Symbiont"
"254","Down",NA,"Cladocopium_Davies_comp116003_c0_seq1_Symbiont"
"255","Down",NA,"Cladocopium_Davies_comp116024_c0_seq1_Symbiont"
"256","Down",NA,"Cladocopium_Davies_comp116028_c0_seq1_Symbiont"
"257","Down",NA,"Cladocopium_Davies_comp116032_c1_seq1_Symbiont"
"258","Down",NA,"Cladocopium_Davies_comp116040_c0_seq1_Symbiont"
"259","Down",NA,"Cladocopium_Davies_comp116046_c0_seq1_Symbiont"
"260","Down",NA,"Cladocopium_Davies_comp116051_c0_seq1_Symbiont"
"261","Down",NA,"Cladocopium_Davies_comp116057_c0_seq1_Symbiont"
"262","Down",NA,"Cladocopium_Davies_comp116059_c0_seq1_Symbiont"
"263","Down",NA,"Cladocopium_Davies_comp116063_c0_seq1_Symbiont"
"264","Down",NA,"Cladocopium_Davies_comp116076_c0_seq1_Symbiont"
"265","Down",NA,"Cladocopium_Davies_comp116081_c0_seq1_Symbiont"
"266","Down",NA,"Cladocopium_Davies_comp116086_c0_seq1_Symbiont"
"267","Down",NA,"Cladocopium_Davies_comp116098_c0_seq1_Symbiont"
"268","Down",NA,"Cladocopium_Davies_comp116107_c0_seq1_Symbiont"
"269","Down",NA,"Cladocopium_Davies_comp116109_c0_seq1_Symbiont"
"270","Down",NA,"Cladocopium_Davies_comp116125_c0_seq1_Symbiont"
"271","Down",NA,"Cladocopium_Davies_comp116135_c0_seq1_Symbiont"
"272","Down",NA,"Cladocopium_Davies_comp116143_c0_seq1_Symbiont"
"273","Down",NA,"Cladocopium_Davies_comp116152_c0_seq1_Symbiont"
"274","Down",NA,"Cladocopium_Davies_comp116153_c0_seq1_Symbiont"
"275","Down",NA,"Cladocopium_Davies_comp116154_c0_seq1_Symbiont"
"276","Down",NA,"Cladocopium_Davies_comp116158_c0_seq1_Symbiont"
"277","Down",NA,"Cladocopium_Davies_comp116165_c0_seq1_Symbiont"
"278","Down",NA,"Cladocopium_Davies_comp116194_c0_seq1_Symbiont"
"279","Down",NA,"Cladocopium_Davies_comp116195_c0_seq1_Symbiont"
"280","Down",NA,"Cladocopium_Davies_comp116201_c1_seq1_Symbiont"
"281","Down",NA,"Cladocopium_Davies_comp116209_c0_seq1_Symbiont"
"282","Down",NA,"Cladocopium_Davies_comp116222_c1_seq1_Symbiont"
"283","Down",NA,"Cladocopium_Davies_comp116223_c0_seq1_Symbiont"
"284","Down",NA,"Cladocopium_Davies_comp116224_c0_seq2_Symbiont"
"285","Down",NA,"Cladocopium_Davies_comp116225_c0_seq1_Symbiont"
"286","Down",NA,"Cladocopium_Davies_comp116253_c0_seq1_Symbiont"
"287","Down",NA,"Cladocopium_Davies_comp116254_c0_seq1_Symbiont"
"288","Down",NA,"Cladocopium_Davies_comp116265_c0_seq2_Symbiont"
"289","Down",NA,"Cladocopium_Davies_comp116267_c0_seq1_Symbiont"
"290","Down",NA,"Cladocopium_Davies_comp116268_c0_seq1_Symbiont"
"291","Down",NA,"Cladocopium_Davies_comp116271_c1_seq1_Symbiont"
"292","Down",NA,"Cladocopium_Davies_comp116288_c0_seq1_Symbiont"
"293","Down",NA,"Cladocopium_Davies_comp116291_c0_seq1_Symbiont"
"294","Down",NA,"Cladocopium_Davies_comp116294_c0_seq1_Symbiont"
"295","Down",NA,"Cladocopium_Davies_comp116297_c0_seq1_Symbiont"
"296","Down",NA,"Cladocopium_Davies_comp116314_c0_seq1_Symbiont"
"297","Down",NA,"Cladocopium_Davies_comp116327_c0_seq1_Symbiont"
"298","Down",NA,"Cladocopium_Davies_comp116329_c0_seq1_Symbiont"
"299","Down",NA,"Cladocopium_Davies_comp116343_c0_seq1_Symbiont"
"300","Down",NA,"Cladocopium_Davies_comp116347_c0_seq1_Symbiont"
"301","Down",NA,"Cladocopium_Davies_comp116364_c0_seq1_Symbiont"
"302","Down",NA,"Cladocopium_Davies_comp116368_c0_seq1_Symbiont"
"303","Down",NA,"Cladocopium_Davies_comp116385_c0_seq1_Symbiont"
"304","Down",NA,"Cladocopium_Davies_comp116396_c0_seq1_Symbiont"
"305","Down",NA,"Cladocopium_Davies_comp116400_c0_seq1_Symbiont"
"306","Down",NA,"Cladocopium_Davies_comp116422_c0_seq1_Symbiont"
"307","Down",NA,"Cladocopium_Davies_comp116424_c0_seq1_Symbiont"
"308","Down",NA,"Cladocopium_Davies_comp116432_c0_seq1_Symbiont"
"309","Down",NA,"Cladocopium_Davies_comp116442_c0_seq1_Symbiont"
"310","Down",NA,"Cladocopium_Davies_comp116444_c0_seq1_Symbiont"
"311","Down",NA,"Cladocopium_Davies_comp116451_c0_seq1_Symbiont"
"312","Down",NA,"Cladocopium_Davies_comp116470_c0_seq1_Symbiont"
"313","Down",NA,"Cladocopium_Davies_comp116476_c0_seq1_Symbiont"
"314","Down",NA,"Cladocopium_Davies_comp116480_c0_seq1_Symbiont"
"315","Down",NA,"Cladocopium_Davies_comp116488_c0_seq1_Symbiont"
"316","Down",NA,"Cladocopium_Davies_comp116492_c0_seq1_Symbiont"
"317","Down",NA,"Cladocopium_Davies_comp116493_c0_seq1_Symbiont"
"318","Down",NA,"Cladocopium_Davies_comp116509_c0_seq1_Symbiont"
"319","Down",NA,"Cladocopium_Davies_comp116523_c0_seq1_Symbiont"
"320","Down",NA,"Cladocopium_Davies_comp116524_c0_seq1_Symbiont"
"321","Down",NA,"Cladocopium_Davies_comp116538_c0_seq1_Symbiont"
"322","Down",NA,"Cladocopium_Davies_comp116543_c0_seq1_Symbiont"
"323","Down",NA,"Cladocopium_Davies_comp116557_c0_seq1_Symbiont"
"324","Down",NA,"Cladocopium_Davies_comp116560_c0_seq2_Symbiont"
"325","Down",NA,"Cladocopium_Davies_comp116564_c0_seq2_Symbiont"
"326","Down",NA,"Cladocopium_Davies_comp116569_c0_seq1_Symbiont"
"327","Down",NA,"Cladocopium_Davies_comp116581_c0_seq1_Symbiont"
"328","Down",NA,"Cladocopium_Davies_comp116584_c0_seq2_Symbiont"
"329","Down",NA,"Cladocopium_Davies_comp116596_c0_seq1_Symbiont"
"330","Down",NA,"Cladocopium_Davies_comp116602_c0_seq1_Symbiont"
"331","Down",NA,"Cladocopium_Davies_comp116604_c0_seq1_Symbiont"
"332","Down",NA,"Cladocopium_Davies_comp116607_c0_seq1_Symbiont"
"333","Down",NA,"Cladocopium_Davies_comp116611_c0_seq1_Symbiont"
"334","Down",NA,"Cladocopium_Davies_comp116619_c0_seq1_Symbiont"
"335","Down",NA,"Cladocopium_Davies_comp116634_c0_seq1_Symbiont"
"336","Down",NA,"Cladocopium_Davies_comp116645_c0_seq1_Symbiont"
"337","Down",NA,"Cladocopium_Davies_comp116647_c0_seq1_Symbiont"
"338","Down",NA,"Cladocopium_Davies_comp116658_c0_seq1_Symbiont"
"339","Down",NA,"Cladocopium_Davies_comp116660_c0_seq1_Symbiont"
"340","Down",NA,"Cladocopium_Davies_comp116665_c0_seq1_Symbiont"
"341","Down",NA,"Cladocopium_Davies_comp116674_c0_seq1_Symbiont"
"342","Down",NA,"Cladocopium_Davies_comp116675_c0_seq1_Symbiont"
"343","Down",NA,"Cladocopium_Davies_comp116678_c0_seq1_Symbiont"
"344","Down",NA,"Cladocopium_Davies_comp116697_c0_seq1_Symbiont"
"345","Down",NA,"Cladocopium_Davies_comp116712_c0_seq1_Symbiont"
"346","Down",NA,"Cladocopium_Davies_comp116719_c0_seq1_Symbiont"
"347","Down",NA,"Cladocopium_Davies_comp116721_c0_seq1_Symbiont"
"348","Down",NA,"Cladocopium_Davies_comp116730_c0_seq1_Symbiont"
